"seq","gubun","confCase","confCaseRate","death","deathRate","criticalRate","createDt","updateDt"
14252,"20-29",100933,"14.96",13,"0.21","0.01","2022-01-12 09:12:07.519",null
14253,"10-19",68526,"10.15",,"0.00","0.00","2022-01-12 09:12:07.519",null
14254,"0-9",54874,"8.13",3,"0.05","0.01","2022-01-12 09:12:07.52",null
14277,남성,352875,"51.97",3191,"51.38","0.90","2022-01-13 08:48:09.068",null
14278,여성,326155,"48.03",3019,"48.62","0.93","2022-01-13 08:48:09.069",null
14279,"80 이상",21511,"3.17",3065,"49.36","14.25","2022-01-13 08:48:09.069",null
14280,"70-79",40040,"5.90",1715,"27.62","4.28","2022-01-13 08:48:09.069",null
14281,"60-69",94553,"13.92",987,"15.89","1.04","2022-01-13 08:48:09.069",null
14282,"50-59",97535,"14.36",298,"4.80","0.31","2022-01-13 08:48:09.069",null
14283,"40-49",99894,"14.71",87,"1.40","0.09","2022-01-13 08:48:09.07",null
14284,"30-39",99368,"14.63",41,"0.66","0.04","2022-01-13 08:48:09.07",null
14285,"20-29",101691,"14.98",14,"0.23","0.01","2022-01-13 08:48:09.07",null
14286,"10-19",69088,"10.17",,"0.00","0.00","2022-01-13 08:48:09.07",null
14287,"0-9",55350,"8.15",3,"0.05","0.01","2022-01-13 08:48:09.07",null
14299,남성,355343,"51.98",3219,"51.43","0.91","2022-01-14 09:02:52.241",null
14300,여성,328223,"48.02",3040,"48.57","0.93","2022-01-14 09:02:52.241",null
14301,"80 이상",21608,"3.16",3087,"49.32","14.29","2022-01-14 09:02:52.241",null
14302,"70-79",40142,"5.87",1729,"27.62","4.31","2022-01-14 09:02:52.241",null
14303,"60-69",94844,"13.87",997,"15.93","1.05","2022-01-14 09:02:52.242",null
14304,"50-59",97928,"14.33",301,"4.81","0.31","2022-01-14 09:02:52.242",null
14305,"40-49",100590,"14.72",87,"1.39","0.09","2022-01-14 09:02:52.242",null
14306,"30-39",100133,"14.65",41,"0.66","0.04","2022-01-14 09:02:52.242",null
14307,"20-29",102764,"15.03",14,"0.22","0.01","2022-01-14 09:02:52.242",null
14308,"10-19",69752,"10.20",,"0.00","0.00","2022-01-14 09:02:52.243",null
14309,"0-9",55805,"8.16",3,"0.05","0.01","2022-01-14 09:02:52.243",null
14310,남성,357706,"51.99",3232,"51.46","0.9","2022-01-15 08:31:10.512",null
14311,여성,330278,"48.01",3049,"48.54","0.92","2022-01-15 08:31:10.512",null
14312,"80 이상",21698,"3.15",3096,"49.29","14.27","2022-01-15 08:31:10.513",null
14313,"70-79",40255,"5.85",1734,"27.61","4.31","2022-01-15 08:31:10.513",null
14314,"60-69",95135,"13.83",1000,"15.92","1.05","2022-01-15 08:31:10.513",null
14315,"50-59",98384,"14.3",305,"4.86","0.31","2022-01-15 08:31:10.513",null
14316,"40-49",101221,"14.71",88,"1.40","0.09","2022-01-15 08:31:10.513",null
14317,"30-39",100876,"14.66",41,"0.65","0.04","2022-01-15 08:31:10.514",null
14318,"20-29",103714,"15.08",14,"0.22","0.01","2022-01-15 08:31:10.514",null
14319,"10-19",70386,"10.23",,"0.00","","2022-01-15 08:31:10.514",null
14320,"0-9",56315,"8.19",3,"0.05","0.01","2022-01-15 08:31:10.514",null
14332,남성,359852,"51.99",3247,"51.46","0.9","2022-01-16 10:11:38.836","2022-01-16 11:05:45.004"
14333,여성,332322,"48.01",3063,"48.54","0.92","2022-01-16 10:11:38.836","2022-01-16 11:05:59.263"
14334,"80 이상",21791,"3.15",3113,"49.33","14.29","2022-01-16 10:11:38.836",null
14335,"70-79",40363,"5.83",1738,"27.54","4.31","2022-01-16 10:11:38.837",null
14336,"60-69",95395,"13.78",1007,"15.96","1.06","2022-01-16 10:11:38.837",null
14337,"50-59",98851,"14.28",306,"4.85","0.31","2022-01-16 10:11:38.837",null
14338,"40-49",101857,"14.72",88,"1.39","0.09","2022-01-16 10:11:38.837",null
14339,"30-39",101515,"14.67",41,"0.65","0.04","2022-01-16 10:11:38.837",null
14340,"20-29",104535,"15.1",14,"0.22","0.01","2022-01-16 10:11:38.838",null
14341,"10-19",70997,"10.26",,"0.00","","2022-01-16 10:11:38.838",null
14342,"0-9",56870,"8.22",3,"0.05","0.01","2022-01-16 10:11:38.838",null
14376,남성,361788,"51.98",3259,"51.46","0.90","2022-01-17 09:04:27.889",null
14377,여성,334244,"48.02",3074,"48.54","0.92","2022-01-17 09:04:27.89",null
14378,"80 이상",21916,"3.15",3123,"49.31","14.25","2022-01-17 09:04:27.89",null
14379,"70-79",40448,"5.81",1746,"27.57","4.32","2022-01-17 09:04:27.891",null
14380,"60-69",95619,"13.74",1009,"15.93","1.06","2022-01-17 09:04:27.891",null
14381,"50-59",99291,"14.27",307,"4.85","0.31","2022-01-17 09:04:27.891",null
14382,"40-49",102458,"14.72",90,"1.42","0.09","2022-01-17 09:04:27.892",null
14383,"30-39",102089,"14.67",41,"0.65","0.04","2022-01-17 09:04:27.892",null
14384,"20-29",105179,"15.11",14,"0.22","0.01","2022-01-17 09:04:27.893",null
14385,"10-19",71581,"10.28",,"0.00","0.00","2022-01-17 09:04:27.893",null
14386,"0-9",57451,"8.25",3,"0.05","0.01","2022-01-17 09:04:27.894",null
14398,남성,363871,"51.97",3279,"51.41","0.90","2022-01-18 09:05:16.508",null
14399,여성,336231,"48.03",3099,"48.59","0.92","2022-01-18 09:05:16.509",null
14400,"80 이상",21969,"3.14",3146,"49.33","14.32","2022-01-18 09:05:16.509",null
14401,"70-79",40543,"5.79",1760,"27.59","4.34","2022-01-18 09:05:16.509",null
14402,"60-69",95863,"13.69",1015,"15.91","1.06","2022-01-18 09:05:16.509",null
14403,"50-59",99745,"14.25",308,"4.83","0.31","2022-01-18 09:05:16.509",null
14404,"40-49",103071,"14.72",91,"1.43","0.09","2022-01-18 09:05:16.509",null
14405,"30-39",102716,"14.67",41,"0.64","0.04","2022-01-18 09:05:16.51",null
14406,"20-29",105929,"15.13",14,"0.22","0.01","2022-01-18 09:05:16.51",null
14407,"10-19",72237,"10.32",,"0.00","0.00","2022-01-18 09:05:16.51",null
14408,"0-9",58029,"8.29",3,"0.05","0.01","2022-01-18 09:05:16.51",null
14409,남성,366825,"51.97",3318,"51.43","0.90","2022-01-19 09:09:40.054",null
14410,여성,339077,"48.03",3134,"48.57","0.92","2022-01-19 09:09:40.054",null
14411,"80 이상",22061,"3.13",3187,"49.40","14.45","2022-01-19 09:09:40.055",null
14412,"70-79",40648,"5.76",1781,"27.60","4.38","2022-01-19 09:09:40.055",null
14413,"60-69",96169,"13.62",1022,"15.84","1.06","2022-01-19 09:09:40.055",null
14414,"50-59",100330,"14.21",312,"4.84","0.31","2022-01-19 09:09:40.055",null
14415,"40-49",104058,"14.74",92,"1.43","0.09","2022-01-19 09:09:40.055",null
14416,"30-39",103640,"14.68",41,"0.64","0.04","2022-01-19 09:09:40.056",null
14417,"20-29",107041,"15.16",14,"0.22","0.01","2022-01-19 09:09:40.056",null
14418,"10-19",73171,"10.37",,"0.00","0.00","2022-01-19 09:09:40.056",null
14419,"0-9",58784,"8.33",3,"0.05","0.01","2022-01-19 09:09:40.056",null
14442,남성,370194,"51.96",3333,"51.44","0.90","2022-01-20 09:17:10.413",null
14443,여성,342309,"48.04",3147,"48.56","0.92","2022-01-20 09:17:10.413",null
14444,"80 이상",22198,"3.12",3202,"49.41","14.42","2022-01-20 09:17:10.413",null
14445,"70-79",40797,"5.73",1790,"27.62","4.39","2022-01-20 09:17:10.414",null
14446,"60-69",96513,"13.55",1025,"15.82","1.06","2022-01-20 09:17:10.414",null
14447,"50-59",101000,"14.18",313,"4.83","0.31","2022-01-20 09:17:10.414",null
14448,"40-49",105094,"14.75",92,"1.42","0.09","2022-01-20 09:17:10.414",null
14449,"30-39",104631,"14.68",41,"0.63","0.04","2022-01-20 09:17:10.415",null
14450,"20-29",108474,"15.22",14,"0.22","0.01","2022-01-20 09:17:10.415",null
14451,"10-19",74277,"10.42",,"0.00","0.00","2022-01-20 09:17:10.415",null
14452,"0-9",59519,"8.35",3,"0.05","0.01","2022-01-20 09:17:10.415",null
14464,남성,373702,"51.96",3341,"51.39","0.89","2022-01-21 08:59:06.813",null
14465,여성,345567,"48.04",3160,"48.61","0.91","2022-01-21 08:59:06.814",null
14466,"80 이상",22293,"3.10",3211,"49.39","14.40","2022-01-21 08:59:06.814",null
14467,"70-79",40947,"5.69",1799,"27.67","4.39","2022-01-21 08:59:06.814",null
14468,"60-69",96856,"13.47",1028,"15.81","1.06","2022-01-21 08:59:06.814",null
14469,"50-59",101651,"14.13",313,"4.81","0.31","2022-01-21 08:59:06.815",null
14470,"40-49",106118,"14.75",92,"1.42","0.09","2022-01-21 08:59:06.815",null
14471,"30-39",105732,"14.70",41,"0.63","0.04","2022-01-21 08:59:06.815",null
14472,"20-29",110002,"15.29",14,"0.22","0.01","2022-01-21 08:59:06.815",null
14473,"10-19",75447,"10.49",,"0.00","0.00","2022-01-21 08:59:06.815",null
14474,"0-9",60223,"8.37",3,"0.05","0.00","2022-01-21 08:59:06.815",null
14475,남성,377192,"51.94",3355,"51.39","0.89","2022-01-22 07:29:39.472",null
14476,여성,349082,"48.06",3174,"48.61","0.91","2022-01-22 07:29:39.473",null
14477,"80 이상",22402,"3.08",3226,"49.41","14.40","2022-01-22 07:29:39.473",null
14478,"70-79",41072,"5.66",1807,"27.68","4.40","2022-01-22 07:29:39.473",null
14479,"60-69",97219,"13.39",1033,"15.82","1.06","2022-01-22 07:29:39.473",null
14480,"50-59",102352,"14.09",313,"4.79","0.31","2022-01-22 07:29:39.474",null
14481,"40-49",107164,"14.76",92,"1.41","0.09","2022-01-22 07:29:39.474",null
14482,"30-39",106817,"14.71",41,"0.63","0.04","2022-01-22 07:29:39.474",null
14483,"20-29",111562,"15.36",14,"0.21","0.01","2022-01-22 07:29:39.474",null
14484,"10-19",76700,"10.56",,"0.00","0.00","2022-01-22 07:29:39.474",null
14485,"0-9",60986,"8.40",3,"0.05","0.00","2022-01-22 07:29:39.474",null
14508,남성,381041,"51.92",3364,"51.44","0.88","2022-01-23 08:16:00.09",null
14509,여성,352861,"48.08",3176,"48.56","0.90","2022-01-23 08:16:00.091",null
14510,"80 이상",22584,"3.08",3230,"49.39","14.30","2022-01-23 08:16:00.091",null
14511,"70-79",41207,"5.61",1809,"27.66","4.39","2022-01-23 08:16:00.091",null
14512,"60-69",97651,"13.31",1036,"15.84","1.06","2022-01-23 08:16:00.091",null
14513,"50-59",103104,"14.05",315,"4.82","0.31","2022-01-23 08:16:00.092",null
14514,"40-49",108294,"14.76",92,"1.41","0.08","2022-01-23 08:16:00.092",null
14515,"30-39",107950,"14.71",41,"0.63","0.04","2022-01-23 08:16:00.092",null
14516,"20-29",113152,"15.42",14,"0.21","0.01","2022-01-23 08:16:00.092",null
14517,"10-19",78065,"10.64",,"0.00","0.00","2022-01-23 08:16:00.092",null
14518,"0-9",61895,"8.43",3,"0.05","0.00","2022-01-23 08:16:00.093",null
14541,남성,384823,"51.90",3379,"51.47","0.88","2022-01-24 09:00:59.569",null
14542,여성,356590,"48.10",3186,"48.53","0.89","2022-01-24 09:00:59.569",null
14543,"80 이상",22686,"3.06",3244,"49.41","14.30","2022-01-24 09:00:59.569",null
14544,"70-79",41354,"5.58",1814,"27.63","4.39","2022-01-24 09:00:59.57",null
14545,"60-69",98043,"13.22",1040,"15.84","1.06","2022-01-24 09:00:59.57",null
14546,"50-59",103910,"14.02",315,"4.80","0.30","2022-01-24 09:00:59.57",null
14547,"40-49",109505,"14.77",93,"1.42","0.08","2022-01-24 09:00:59.57",null
14548,"30-39",109057,"14.71",42,"0.64","0.04","2022-01-24 09:00:59.57",null
14549,"20-29",114616,"15.46",14,"0.21","0.01","2022-01-24 09:00:59.571",null
14550,"10-19",79391,"10.71",,"0.00","0.00","2022-01-24 09:00:59.571",null
14551,"0-9",62851,"8.48",3,"0.05","0.00","2022-01-24 09:00:59.571",null
14563,남성,389071,"51.88",3390,"51.46","0.87","2022-01-25 09:10:28.761",null
14564,여성,360908,"48.12",3198,"48.54","0.89","2022-01-25 09:10:28.761",null
14565,"80 이상",22778,"3.04",3257,"49.44","14.30","2022-01-25 09:10:28.762",null
14566,"70-79",41489,"5.53",1821,"27.64","4.39","2022-01-25 09:10:28.762",null
14567,"60-69",98426,"13.12",1042,"15.82","1.06","2022-01-25 09:10:28.762",null
14568,"50-59",104730,"13.96",315,"4.78","0.30","2022-01-25 09:10:28.762",null
14569,"40-49",110862,"14.78",94,"1.43","0.08","2022-01-25 09:10:28.762",null
14570,"30-39",110391,"14.72",42,"0.64","0.04","2022-01-25 09:10:28.763",null
14571,"20-29",116322,"15.51",14,"0.21","0.01","2022-01-25 09:10:28.763",null
14572,"10-19",80964,"10.80",,"0.00","0.00","2022-01-25 09:10:28.763",null
14573,"0-9",64017,"8.54",3,"0.05","0.00","2022-01-25 09:10:28.763",null
14585,남성,395645,"51.86",3408,"51.48","0.86","2022-01-26 09:03:08.369",null
14586,여성,367338,"48.14",3212,"48.52","0.87","2022-01-26 09:03:08.37",null
14587,"80 이상",22955,"3.01",3268,"49.37","14.24","2022-01-26 09:03:08.37",null
14588,"70-79",41701,"5.47",1831,"27.66","4.39","2022-01-26 09:03:08.371",null
14589,"60-69",99033,"12.98",1049,"15.85","1.06","2022-01-26 09:03:08.371",null
14590,"50-59",105928,"13.88",317,"4.79","0.30","2022-01-26 09:03:08.371",null
14591,"40-49",112957,"14.80",95,"1.44","0.08","2022-01-26 09:03:08.372",null
14592,"30-39",112437,"14.74",43,"0.65","0.04","2022-01-26 09:03:08.373",null
14593,"20-29",119054,"15.60",14,"0.21","0.01","2022-01-26 09:03:08.373",null
14594,"10-19",83385,"10.93",,"0.00","0.00","2022-01-26 09:03:08.373",null
14595,"0-9",65533,"8.59",3,"0.05","0.00","2022-01-26 09:03:08.374",null
14607,남성,402827,"51.81",3420,"51.40","0.85","2022-01-27 09:06:37.589",null
14608,여성,374670,"48.19",3234,"48.60","0.86","2022-01-27 09:06:37.589",null
14609,"80 이상",23186,"2.98",3288,"49.41","14.18","2022-01-27 09:06:37.589",null
14610,"70-79",41943,"5.39",1840,"27.65","4.39","2022-01-27 09:06:37.59",null
14611,"60-69",99686,"12.82",1054,"15.84","1.06","2022-01-27 09:06:37.59",null
14612,"50-59",107263,"13.80",317,"4.76","0.30","2022-01-27 09:06:37.59",null
14613,"40-49",115184,"14.81",95,"1.43","0.08","2022-01-27 09:06:37.59",null
14614,"30-39",114519,"14.73",43,"0.65","0.04","2022-01-27 09:06:37.59",null
14615,"20-29",122338,"15.73",14,"0.21","0.01","2022-01-27 09:06:37.591",null
14616,"10-19",86193,"11.09",,"0.00","0.00","2022-01-27 09:06:37.591",null
14617,"0-9",67185,"8.64",3,"0.05","0.00","2022-01-27 09:06:37.591",null
14618,남성,410652,"51.75",3431,"51.38","0.84","2022-01-28 09:09:36.882",null
14619,여성,382930,"48.25",3247,"48.62","0.85","2022-01-28 09:09:36.882",null
14620,"80 이상",23407,"2.95",3302,"49.45","14.11","2022-01-28 09:09:36.883",null
14621,"70-79",42223,"5.32",1844,"27.61","4.37","2022-01-28 09:09:36.883",null
14622,"60-69",100474,"12.66",1058,"15.84","1.05","2022-01-28 09:09:36.883",null
14623,"50-59",108771,"13.71",318,"4.76","0.29","2022-01-28 09:09:36.883",null
14624,"40-49",117672,"14.83",95,"1.42","0.08","2022-01-28 09:09:36.883",null
14625,"30-39",116845,"14.72",44,"0.66","0.04","2022-01-28 09:09:36.884",null
14626,"20-29",126197,"15.90",14,"0.21","0.01","2022-01-28 09:09:36.884",null
14627,"10-19",89130,"11.23",,"0.00","0.00","2022-01-28 09:09:36.884",null
14628,"0-9",68863,"8.68",3,"0.04","0.00","2022-01-28 09:09:36.884",null
14651,남성,419306,"51.69",3448,"51.37","0.82","2022-01-29 08:47:11.42",null
14652,여성,391816,"48.31",3264,"48.63","0.83","2022-01-29 08:47:11.42",null
14653,"80 이상",23645,"2.92",3322,"49.49","14.05","2022-01-29 08:47:11.421",null
14654,"70-79",42522,"5.24",1852,"27.59","4.36","2022-01-29 08:47:11.421",null
14655,"60-69",101317,"12.49",1064,"15.85","1.05","2022-01-29 08:47:11.421",null
14656,"50-59",110508,"13.62",318,"4.74","0.29","2022-01-29 08:47:11.421",null
14657,"40-49",120339,"14.84",95,"1.42","0.08","2022-01-29 08:47:11.421",null
14658,"30-39",119418,"14.72",44,"0.66","0.04","2022-01-29 08:47:11.422",null
14659,"20-29",130228,"16.06",14,"0.21","0.01","2022-01-29 08:47:11.422",null
14660,"10-19",92364,"11.39",,"0.00","0.00","2022-01-29 08:47:11.422",null
14661,"0-9",70781,"8.73",3,"0.04","0.00","2022-01-29 08:47:11.422",null
14673,남성,428091,"51.66",3457,"51.35","0.81","2022-01-30 09:15:12.058",null
14674,여성,400546,"48.34",3275,"48.65","0.82","2022-01-30 09:15:12.058",null
14675,"80 이상",23860,"2.88",3335,"49.54","13.98","2022-01-30 09:15:12.059",null
14676,"70-79",42857,"5.17",1857,"27.58","4.33","2022-01-30 09:15:12.059",null
14677,"60-69",102247,"12.34",1064,"15.81","1.04","2022-01-30 09:15:12.059",null
14678,"50-59",112245,"13.55",319,"4.74","0.28","2022-01-30 09:15:12.059",null
14679,"40-49",123042,"14.85",96,"1.43","0.08","2022-01-30 09:15:12.059",null
14680,"30-39",122029,"14.73",44,"0.65","0.04","2022-01-30 09:15:12.06",null
14681,"20-29",134052,"16.18",14,"0.21","0.01","2022-01-30 09:15:12.06",null
14682,"10-19",95594,"11.54",,"0.00","0.00","2022-01-30 09:15:12.06",null
14683,"0-9",72711,"8.77",3,"0.04","0.00","2022-01-30 09:15:12.06",null
14695,남성,436534,"51.62",3466,"51.31","0.79","2022-01-31 09:24:38.115",null
14696,여성,409175,"48.38",3289,"48.69","0.80","2022-01-31 09:24:38.115",null
14697,"80 이상",24064,"2.85",3350,"49.59","13.92","2022-01-31 09:24:38.116",null
14698,"70-79",43166,"5.10",1860,"27.54","4.31","2022-01-31 09:24:38.116",null
14699,"60-69",103136,"12.20",1067,"15.80","1.03","2022-01-31 09:24:38.116",null
14700,"50-59",113915,"13.47",320,"4.74","0.28","2022-01-31 09:24:38.116",null
14701,"40-49",125701,"14.86",97,"1.44","0.08","2022-01-31 09:24:38.116",null
14702,"30-39",124602,"14.73",44,"0.65","0.04","2022-01-31 09:24:38.117",null
14703,"20-29",137569,"16.27",14,"0.21","0.01","2022-01-31 09:24:38.117",null
14704,"10-19",98846,"11.69",,"0.00","0.00","2022-01-31 09:24:38.117",null
14705,"0-9",74710,"8.83",3,"0.04","0.00","2022-01-31 09:24:38.117",null
14706,남성,445738,"51.59",3475,"51.31","0.78","2022-02-01 09:15:19.051",null
14707,여성,418304,"48.41",3297,"48.69","0.79","2022-02-01 09:15:19.051",null
14708,"80 이상",24274,"2.81",3360,"49.62","13.84","2022-02-01 09:15:19.051",null
14709,"70-79",43471,"5.03",1863,"27.51","4.29","2022-02-01 09:15:19.051",null
14710,"60-69",104081,"12.05",1069,"15.79","1.03","2022-02-01 09:15:19.052",null
14711,"50-59",115762,"13.4",321,"4.74","0.28","2022-02-01 09:15:19.052",null
14712,"40-49",128621,"14.89",97,"1.43","0.08","2022-02-01 09:15:19.052",null
14713,"30-39",127192,"14.72",45,"0.66","0.04","2022-02-01 09:15:19.052",null
14714,"20-29",141297,"16.35",14,"0.21","0.01","2022-02-01 09:15:19.052",null
14715,"10-19",102319,"11.84",,"0.00","","2022-02-01 09:15:19.052",null
14716,"0-9",77025,"8.91",3,"0.04","","2022-02-01 09:15:19.053",null
14728,남성,455775,"51.54",3484,"51.33","0.76","2022-02-02 09:11:50.523",null
14729,여성,428535,"48.46",3303,"48.67","0.77","2022-02-02 09:11:50.523",null
14730,"80 이상",24537,"2.77",3367,"49.61","13.72","2022-02-02 09:11:50.523",null
14731,"70-79",43865,"4.96",1867,"27.51","4.26","2022-02-02 09:11:50.524",null
14732,"60-69",105151,"11.89",1070,"15.77","1.02","2022-02-02 09:11:50.524",null
14733,"50-59",117898,"13.33",323,"4.76","0.27","2022-02-02 09:11:50.524",null
14734,"40-49",131937,"14.92",98,"1.44","0.07","2022-02-02 09:11:50.524",null
14735,"30-39",130139,"14.72",45,"0.66","0.03","2022-02-02 09:11:50.525",null
14736,"20-29",145349,"16.44",14,"0.21","0.01","2022-02-02 09:11:50.525",null
14737,"10-19",105994,"11.99",,"0.00","","2022-02-02 09:11:50.525",null
14738,"0-9",79440,"8.98",3,"0.04","","2022-02-02 09:11:50.525",null
14761,남성,466845,"51.46",3494,"51.29","0.75","2022-02-03 08:47:50.422",null
14762,여성,440369,"48.54",3318,"48.71","0.75","2022-02-03 08:47:50.422",null
14763,"80 이상",24797,"2.73",3383,"49.66","13.64","2022-02-03 08:47:50.423",null
14764,"70-79",44258,"4.88",1873,"27.50","4.23","2022-02-03 08:47:50.423",null
14765,"60-69",106331,"11.72",1073,"15.75","1.01","2022-02-03 08:47:50.423",null
14766,"50-59",120304,"13.26",323,"4.74","0.27","2022-02-03 08:47:50.423",null
14767,"40-49",135775,"14.97",98,"1.44","0.07","2022-02-03 08:47:50.423",null
14768,"30-39",133652,"14.73",45,"0.66","0.03","2022-02-03 08:47:50.424",null
14769,"20-29",150049,"16.54",14,"0.21","0.01","2022-02-03 08:47:50.424",null
14770,"10-19",109905,"12.11",,"0.00","0.00","2022-02-03 08:47:50.424",null
14771,"0-9",82143,"9.05",3,"0.04","0.00","2022-02-03 08:47:50.424",null
14783,남성,480247,"51.38",3504,"51.26","1","2022-02-04 09:00:31.603",null
14784,여성,454409,"48.62",3332,"48.74","1","2022-02-04 09:00:31.604",null
14785,"80 이상",25177,"2.69",3396,"49.68","13","2022-02-04 09:00:31.604",null
14786,"70-79",44837,"4.80",1877,"27.46","4","2022-02-04 09:00:31.604",null
14787,"60-69",107890,"11.54",1078,"15.77","1","2022-02-04 09:00:31.604",null
14788,"50-59",123277,"13.19",325,"4.75","","2022-02-04 09:00:31.605",null
14789,"40-49",140387,"15.02",98,"1.43","","2022-02-04 09:00:31.605",null
14790,"30-39",137813,"14.74",45,"0.66","","2022-02-04 09:00:31.605",null
14791,"20-29",155968,"16.69",14,"0.20","","2022-02-04 09:00:31.605",null
14792,"10-19",114276,"12.23",,"0.00","","2022-02-04 09:00:31.605",null
14793,"0-9",85031,"9.10",3,"0.04","","2022-02-04 09:00:31.605",null
14805,남성,497603,"51.25",3513,"51.22","0.71","2022-02-05 10:38:55.856",null
14806,여성,473415,"48.75",3345,"48.78","0.71","2022-02-05 10:38:55.856",null
14807,"80 이상",25830,"2.66",3411,"49.74","13.21","2022-02-05 10:38:55.857",null
14808,"70-79",45876,"4.72",1879,"27.40","4.1","2022-02-05 10:38:55.857",null
14809,"60-69",110434,"11.37",1081,"15.76","0.98","2022-02-05 10:38:55.857",null
14810,"50-59",127133,"13.09",327,"4.77","0.26","2022-02-05 10:38:55.857",null
14811,"40-49",146182,"15.05",98,"1.43","0.07","2022-02-05 10:38:55.857",null
14812,"30-39",143334,"14.76",45,"0.66","0.03","2022-02-05 10:38:55.858",null
14813,"20-29",163738,"16.86",14,"0.20","0.01","2022-02-05 10:38:55.858",null
14814,"10-19",119709,"12.33",,"0.00","","2022-02-05 10:38:55.858",null
14815,"0-9",88782,"9.14",3,"0.04","","2022-02-05 10:38:55.858",null
14827,남성,516032,"51.11",3524,"51.27","0.68","2022-02-06 09:23:04.361",null
14828,여성,493656,"48.89",3349,"48.73","0.68","2022-02-06 09:23:04.362",null
14829,"80 이상",26507,"2.63",3419,"49.75","12.90","2022-02-06 09:23:04.363",null
14830,"70-79",47161,"4.67",1882,"27.38","3.99","2022-02-06 09:23:04.364",null
14831,"60-69",113243,"11.22",1084,"15.77","0.96","2022-02-06 09:23:04.364",null
14832,"50-59",131447,"13.02",327,"4.76","0.25","2022-02-06 09:23:04.364",null
14833,"40-49",152342,"15.09",98,"1.43","0.06","2022-02-06 09:23:04.364",null
14834,"30-39",149008,"14.76",45,"0.65","0.03","2022-02-06 09:23:04.364",null
14835,"20-29",171607,"17.00",14,"0.20","0.01","2022-02-06 09:23:04.365",null
14836,"10-19",125584,"12.44",1,"0.01","0.00","2022-02-06 09:23:04.365",null
14837,"0-9",92789,"9.19",3,"0.04","0.00","2022-02-06 09:23:04.365",null
14849,남성,533045,"51.01",3524,"51.27","0.66","2022-02-07 09:09:21.815",null
14850,여성,511918,"48.99",3349,"48.73","0.66","2022-02-07 09:09:21.816",null
14851,"80 이상",27217,"2.60",3416,"49.70","12.58","2022-02-07 09:09:21.816",null
14852,"70-79",48288,"4.62",1884,"27.41","3.91","2022-02-07 09:09:21.816",null
14853,"60-69",115722,"11.07",1085,"15.79","0.94","2022-02-07 09:09:21.816",null
14854,"50-59",135549,"12.97",327,"4.76","0.24","2022-02-07 09:09:21.817",null
14855,"40-49",157981,"15.12",98,"1.43","0.06","2022-02-07 09:09:21.817",null
14856,"30-39",154208,"14.76",45,"0.65","0.03","2022-02-07 09:09:21.817",null
14857,"20-29",178849,"17.12",14,"0.20","0.01","2022-02-07 09:09:21.817",null
14858,"10-19",130819,"12.52",1,"0.01","0.00","2022-02-07 09:09:21.817",null
14859,"0-9",96330,"9.22",3,"0.04","0.00","2022-02-07 09:09:21.818",null
14871,남성,550898,"50.93",3549,"51.27","0.64","2022-02-08 10:15:27.442",null
14872,여성,530783,"49.07",3373,"48.73","0.64","2022-02-08 10:15:27.442",null
14873,"80 이상",27886,"2.58",3448,"49.81","12.36","2022-02-08 10:15:27.443",null
14874,"70-79",49338,"4.56",1894,"27.36","3.84","2022-02-08 10:15:27.443",null
14875,"60-69",118267,"10.93",1090,"15.75","0.92","2022-02-08 10:15:27.443",null
14876,"50-59",139897,"12.93",328,"4.74","0.23","2022-02-08 10:15:27.443",null
14877,"40-49",163866,"15.15",99,"1.43","0.06","2022-02-08 10:15:27.443",null
14878,"30-39",159548,"14.75",45,"0.65","0.03","2022-02-08 10:15:27.444",null
14879,"20-29",186483,"17.24",14,"0.20","0.01","2022-02-08 10:15:27.444",null
14880,"10-19",136299,"12.60",1,"0.01","0.00","2022-02-08 10:15:27.444",null
14881,"0-9",100097,"9.25",3,"0.04","0.00","2022-02-08 10:15:27.444",null
14893,남성,575070,"50.84",3557,"51.23","0.62","2022-02-09 10:38:32.865",null
14894,여성,556169,"49.16",3386,"48.77","0.61","2022-02-09 10:38:32.865",null
14895,"80 이상",28930,"2.56",3464,"49.89","11.97","2022-02-09 10:38:32.866",null
14896,"70-79",50796,"4.49",1895,"27.29","3.73","2022-02-09 10:38:32.866",null
14897,"60-69",121697,"10.76",1092,"15.73","0.90","2022-02-09 10:38:32.866",null
14898,"50-59",145500,"12.86",330,"4.75","0.23","2022-02-09 10:38:32.866",null
14899,"40-49",171440,"15.16",99,"1.43","0.06","2022-02-09 10:38:32.866",null
14900,"30-39",166826,"14.75",45,"0.65","0.03","2022-02-09 10:38:32.867",null
14901,"20-29",197192,"17.43",14,"0.20","0.01","2022-02-09 10:38:32.867",null
14902,"10-19",143810,"12.71",1,"0.01","0.00","2022-02-09 10:38:32.867",null
14903,"0-9",105048,"9.29",3,"0.04","0.00","2022-02-09 10:38:32.867",null
14915,남성,601379,"50.73",3567,"51.23","0.59","2022-02-10 09:08:12.578",null
14916,여성,583982,"49.27",3396,"48.77","0.58","2022-02-10 09:08:12.578",null
14917,"80 이상",29928,"2.52",3475,"49.91","11.61","2022-02-10 09:08:12.579",null
14918,"70-79",52344,"4.42",1900,"27.29","3.63","2022-02-10 09:08:12.579",null
14919,"60-69",125160,"10.56",1095,"15.73","0.87","2022-02-10 09:08:12.58",null
14920,"50-59",151515,"12.78",330,"4.74","0.22","2022-02-10 09:08:12.58",null
